Nombre;Direccion;Barrio;ContactoTelefono;Categoria;Subcategoria;ContactoMail;Descripcion;lon;lat;Autoridades
Sociedad de Fomento 12 de Octubre;José Maria Paz 3645;Olivos;4794-8880;Deportes y Recreacion;Soc. de Fto.;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.5047963;-34.5074144;
Tenis Club Argentino;Entre Rios 2365;Olivos;4795-9568 / 8274 / 5001;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.5002313;-34.5170936;
Asociacion Húngara en la Argentina;Pasaje Juncal 4250;Olivos;4799-8437;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.498375;-34.4989207;
Sociedad Alemana de Gimnasia;Alberdi 1865;Olivos;4790-2009 / 4799-2499;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4954593;-34.5126584;
Club de Pescadores de Olivos;Bartolome Cruz 2335;Olivos;4799-7939;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4777418;-34.5089457;
CAOSA Club Amistad Olivos Social y Atlético;Ricardo Gutierrez 1345;Olivos;4790-9066;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4887476;-34.5105758;
Delegación Olivos del Centro Naval;Malaver 401;Olivos;Nautica 4795-6060;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4755042;-34.512946;
Círculo Militar;Av. Libertador 2100;Olivos;4512-1270 / 71;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.477555;-34.5127269;
Club Náutico Olivos;Puerto Olivos;Olivos;Margarita 4799-9553 / 8788;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4963913;-34.5105515;
Circulo Policial de la Provincia de Buenos Aires;San Lorenzo 60;Olivos;4799-0788;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4795121;-34.4978195;
Asociacion Mutual Circulo de Oficiales de la Prefectura Naval Argentina;M. Pelliza 310 (complejo);Olivos;4790-5791 / 4799-3938;Deportes y Recreacion;Mutuales;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4793132;-34.502575;
Club de Caza, Pesca y Náutica Belgrano;Av. San Martín 406;Vicente Lopez;4795-5195;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4722894;-34.518782;
Club Atlético Banco de la Nación Argentina;Zufriategui 1251;Vicente Lopez;4791-8700 / 7440 / 4797-7142;Deportes y Recreacion;Clubes;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4722369;-34.5365903;
